path,label
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/419fa9ed8fed69d1c8b15a8a2a19bc0332b1613e43db677fb6ed9cda0c7b01d7.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/9db234ae1eba9109eb20c420e0401e882291d40bd47fa69701a311ec1bf79349.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/916c006daf2085f30562bf175263d0babe447163479f4bf3b18f73abb23c18e8.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/defbde052a6622efe85651e6f55df619bb9851483ed226a07b70c763bd3fc44d.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/314a3bf0233e7aa5e5a1fe656e61019350ce03a0f0313281d3b7d68506d22db4.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/6a666b3b71a5dcdacdbfcd01920f96003794e41764cc2a017e59de7f60cfab53.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/f1f6fd40586afde6a233ff9b6da6e2fc1860509932e7661cd9bdb604b4436c10.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0d04750c1ec12a107e825a0e5f32a1b158c13c20cd232e99184e8ca18dd004a3.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/4af6f0c53cc4b83be2592187a1fa6afdbeab9377c5e667d232b77fc6153e083d.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/5357a2bc4cd0fb318046a2c37e39847a50291b4ca67bb4d0725e389ca986b07e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/84465dc0f5623f708571e69e585e9f04a533f9bc221ea14de81704f82afcc536.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bc01979807b43a48eaf14d1a5fba487f205b208d8e0095ed2f64fd7457a4c54e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2c58e6677ed3412ae8d6aee3d457c1dbed5d9a33829ea7cbd275f39bc9461bb6.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/be572c6bae751b37d88d6d6a58fee5c65b4dfd224e99a7fc5d5bd852abe23be0.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/7552642c2ac43165f8af93df9d4317d50f3522bdaf8a0f57942b0f54de796874.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/363a52096350d83b133e59ce3682b489a2f06a7a484d9ad4f35998fbb75af53a.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0dff1118b18bbf9270b472e3760b82c665bb4d8de5376df7922f6621b0139a85.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/864ba28532b1f6431500e3fcca1eace30a0d8240b87aa65e9fc48e99e7bea2ba.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/49517a71527ea63f59c5a444b92ae89d3ff0d1fb297a4eabd45f29236d689b19.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/31dd48e83d8060a03ae21f9631dd36518f6860441017ebddbe8ac353833a1e93.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/b560da921650fcf5d50b08501a3bd669c69f7474274cfc5cbb806450846cf343.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/9912762585a8175522f3238eff83285c8f53656664431ae2dfae942b6f322d18.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ee84ec6de49fe670c2530f710677cf166e8b858e494c39b3fa45b120167daa55.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/77387be4c4cb10711520b2691bdf666205332a7174ee340d6768b0db737e1b5d.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/78527fda97aa52a22f140734600f3e160e5cea97279b9106452db2bc0359639f.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/31b15fad9ce0cde669e04176001f5d95f8214398455b955b40448ef2d5168549.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/e712f1f3b90c5ce02989c0bc4a54843e3aec2dbd3d4a0b35cb1f46b4919cf35f.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/e48ff3d7bb04ddf0b7a15fec74c8cff985dc190a4e0c458993c02f17812be77d.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/b1d64235cbda8c5cc839fa44facff44221b6346a9978a7ab4d7fc298e0e7c930.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/da6168caa196e536fcb8319e88020bc95f23d3980703231b23017dfaceed51ba.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/5a12b7620543eff575b33c189062a8f28de9a7fb95a321a904c32a679385d073.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/32af3fd42567578c73749b40b73b1b3c2a279ce088cc75dd6f77c965fc968411.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/4a5d14f13371ec0c2f455986e679b90c820e85a3be34204f8d55595efa72f9a1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c27695c736310549237d19ea96b9145599146905fef9f0f26e83ff3b11df1f72.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/3aec2f7f7b8219fc4122368dc3c4e6c7fb2a02e529d0ca417893f5223a371f20.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/f076ea899d723ac341a18f03b0f4ddb52998d571cb6b567510283bcf4e07ff5a.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/bba4b2e7d8aa1d599e79220b355b971f42c2eaf3fbaf04ee23165f116143861b.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/4f38b98254c39839c691a28fbd9deadc22df65c4b3428704a3efb0bb4c7da333.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/3b8702ad708a45009dfa4bf815bbee55afbe3679689ee950c054f0fbf7a83757.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/81aa9fe2bd350c4c5554a79f753c62aa142ae39e2574a053bc46f5babcd5278a.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/fc0a5b8267972d0402bd3728df0de5bb4a4379dfab7825c518aa124b636b9f90.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/3b64e7bdd0b35a9a788abbc6dbe1fa9a2a080b91f8405f43ff60d768f88d8abb.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/065b29a966f6067f96091f14bbb976a5bc650840903773690b7f9c2f99445bc4.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/96e91e535e463133a0127dc6eb61c8488231e273f16c2930b0972977264b3468.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/8473ff8f6a0d4ea1287030f7998d8173c39ea1d12194048ea37a0c92fde7d11f.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/61a23b6b255f898fd9dc2d77f160046884d8d25e7adfba5f822ca919cd648555.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a350aa4a37aeaa7cb1e6a260f14b2fe862b79d92b37d44ef66d8a3ef78259f7c.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/af76742be4715c4bb4d2f870d80562dccc0ece3017cf6a3f9cf46e7bc4b76a2a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/35ebfd0115f287dc930ae3d411bdb8c98111318143638bf86308d8e02ed6e91e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/db14f8ce268c5cb33e971c2ace461fba8bc9f6e8b4eaf57b73da58c67f106b52.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/3a03375581e3e3907e9a8c3d486121251097f424cc5c44b5f7e4b3001701b017.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/a9126403995fd7616edf84e4ceccf638e129495fe2f1842afe198e9c6fe090b5.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2a826f53343373e68f1ce306f4da93ec113e4156d13210da6c93849276f32b9a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/3d44dd2fead9281f29838586cfffdc968ca07e5433c42d2598193883c04ff6c4.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/7fce8c7cb7762661a4671d2358e1521414bdae7b2a1db8bcf51e3d4dfc71b1c8.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2f52b5b1e3e520635e67a77859440569816d20d4b86f15c21c9c3a01f1a32008.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/766d61c88f70eb37bf090574ef3dd5fc4a6f49d38a803bc063ef4eddbf53c6c2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/57f11f5c0e9c3265597f44ccdfbf0cccf1ccfddfbd8dbeb7ec0a6a70cb460c82.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/e807c7645a97ef33dfbca8de54f36fb6b9a70bd09c84489c72ca880e2e934a46.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/081affb869518eaecf4060ec9457f05b7d99e6bbb6856382d731e5e9979d399d.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/73aeb2e3f79c2506096368d138b62c2d91edc78c9fbdd9b65ef3f1386fc44014.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ae27ef1e0e965efae79893a67f9814d2b8fceb3f76a307e822cc2b32386bafdd.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/3f61ae1f94601435f32ca679006e9edff79d625a6b076bc196fc01c5c6795a39.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/8a1b84730ab0b04d386e09ffc618bb8d3f13dfaeabef130e1b1e18600ac43d97.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/7d94570f2faaf1ca4ae1ff6d315e0b7a85775db68e95a1f6027ea039eae6ef0e.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/bcbc4102f2fb49297d41c213b7c6837df3009d3a7d1cd61759ec1a5d1fed30de.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/bc82441be1bb4cdc7a6dc2f5b1644844548ee5e3e102ce551c3453906d70db05.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/847733dd05a42bffa4b93afc5e034569cf3b92b02f0765f42159ed1a93eedeb9.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/3e977224aa17efeefc0547c528e709e9247817089dcd1d0e48a6f226534e7860.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/c4f8855c1babe0c010abe165fd95a40ff4fab6f126c2d1d6dd8d9b1a20b13d32.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/6a22e10919cc255d6e513df7c7d61fae37760f799e6221b7102074500cffeff3.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/05d43262237c22300e33d407bf791aae855f67de65b71a7f16e63fed2977b431.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/fb5bc877d6edb8d29b3f422157ad13691c0053aa375bfb41986ba98a38919e01.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/c7767e02289600baf265f44a70f107c5420d09213dc05649d63d0b59bbd95742.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ebc45f845dd985b70df49f5d7225686a914fb2521c5fcc3b5773fea9176e99e7.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/77e3dafbc8d7e98deb29a8ba079a1298b428a6c2fe7e177934b67282187e6fa4.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/7f01e7b3929945a017d35f4bb1d48ec92d23b534b878b291f4ee544e89033249.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/5541a764f7a61eb001dc3e920a9967998c6dc01501e0fe97360b58eedacaabdb.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/8af05908d679f86e5cfeaade033a5717130a591f02754b2fd350282d6ad61ec9.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a89a381120eb673b3da21b23c98fb9c67e293fc248886961b401c5bf63fbc17b.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0d9523c4889581dff820658f767ae4aad177868853e7070cdc23e37b5764fad2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/81424ca55b96235f54c24e0637cfe44cd72291c8dcd7e06609b1b88fb4e9f689.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ce4e3c5c3c9e108f53a6d496a281197629a105fd4f4ad3069b6b7ac78600cea3.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/a322878fdf5eccae7fb9c2269c184e06a524c2df6ff675a182bd7e432b0e6d36.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/ef329edc955070f79e5b62851a02834e283b0d7c1519a6abd761ff90f0b3ccc4.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/549f8d3ac880d607e834529829af33431db26a517568c520d51017ad6934b103.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ad6ba3825d9cf25c8e5820cc50644953243a7f34e37c455691b2ba09fad09499.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a16e3e97b6d488ae32c543c419922d1365646e61556dbe56fc8d81eb5efdc81a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/b7bc5cd38c8232422f78e2af66e9c1b2c727781df64accc0fa2d04e926b7717e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/51fe5cd91d4e3497d77346cfa5815a7dcd00e945544ec6824f2aa416bcf755de.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/b4d3e597241229d8300e07383a837216c68b52f184c7e24075eb17bd1d7cd07c.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/d183001b17ddd318857fe72c4f0dfe25b2fbae3c560fc3d0e5d95ff067cfc9b3.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/98904127f3192b374385e6848976a218a72702d8a78d32653f76a30f916739c5.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/b58a6ef26fdea4bde2919cedd895a5d359d3ca19c6e28682bc9a117a360f10d6.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/ebb941181c38b744715dfe4a121dc9102fb9235f2bb382735ece7908cbf42300.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/1d278e867c43dd745a88ca06a3890edfbff6cc551523f027be22e81a09c63e8c.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/a05d0b939e459f8bffb0ba7eeeec5008cc946210074a51c262dee4fc76fd9fd2.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/ac83f94acdf306f10797ad53ee68131fc745a0146a5ec131322dddc67b02e564.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/186a2f4cfcdb65627f7a1bf501de7da05e2b97bff839d84ea71464d10fe006d2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2abd94539ceec7c7af17f4bd935cb9bf45489648e0fcd6c078b568679a6a7304.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/fa681e0552f56b7239cd8979c021187ed4119262976a5536ca19a99f905fd02a.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/a68d5c50c1870be6675e819d2def844c756ed8b5fca70be5def422ec8774d02e.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/ec2ac41dca4b90fb5b7b879899210b7c60a87879678b468c6b450dcd624c31ae.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/589bccbc89fe4bb1c481968eb986df33d3d31f7a48b7a0df447bd7a3fc3ba786.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/20ac0f4292d104610d235169f306935837f578a5623e4a09c29cced680efe442.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/c5e02e1e396d8a5959ae774ea3719cbff63e3c5f3f4e44df82630076cab3341f.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/e08be7edf0bc23bea2e07001b33ac38ec094ca54afddf4ef17e67543b4a3d677.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/88493bb9509bf63d2bd04c0b24335216d913f76de5834e96cad1d4d5bcac2c46.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/5166604920f6bb887bd35b18645ea6c4333f667b4d70ff800a22942de7c44889.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/2253fe7b41e5934a733be0e102512c106d981ac06bb5d0f4ad3e388543649389.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/91886b0539905e3081f7f70f83e50b6c4dfdb9861120d02e3b91c7573b8891f1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/8d7471e92914409f35b6e800ac3997104665c3222e7ace08d56e1ce35947b6ba.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/e6a030e0a711795977bd76f99b16d27e9afdd93c296cf63553d02b0d5cec8218.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/644caf7d2884a2777ffbaca01094756e5d90b5b839d4a8d2e27f61d298372f03.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/d29ea0e720a1adb1e4bfde1086f256facce1759e5ef3aebcf55b8616c6f7d7fa.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/47d0dde58ae06432d39c7a75de6730d1c8808930e5dcb1436acf415bddf03131.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0a3b2a5ce88764f0a5d6999e68515be6539cfc840c5b3b7bdc9cf17a181d4920.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/4860b73bf63280d37344cc042ba2e823265aa15f100cde23d2e851e9155750e6.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/3f7c578ebe609824ca6bd0cd57a6bc684ef3653c2de95e2c9de6cfad3aa7bb79.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/b4299f5d4eb8fadf72fbf7c9c2dd9fd560db048ad4a65d0df02aa6cd18558dee.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/d0dcc8cb06e6a996e034ff7823620ba0ee2e6eba9ee9a1a540a6904eb4d8f996.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/44b25b765d2d9a229a80c60df9bcffccf00f0696152ddca33c5024c35be32bc0.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/86d70593c6cf74862bd2c9cdd6db3f58bd5e2b0e7b73f672bf3b3e946eb845ef.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/8673d9dafa2d4c174c40fc3021c4bf8c8809bd102ff326cf8ba5ecb1804407ff.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/9e53c611c6ec5e09e374d187c8aef6f4084194edbd5a71fb553d191dab377995.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/336355abd3baa766b3749fad13ea4919ca9c47fcafda8c7406a5858a9353b295.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/07e7fb17f61165ba1654f22d8771d658d35ff97e8be386802b773c1f73838e2d.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/676b5de642d2f5921bc81f5463fde516cfc4143bb993ceac62b28ca31f10b5e3.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/43ba744a8d51e9f4bd89e26b67e8b087996aa315fefd8d5c44c4202315d2fac2.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/6cbf6aa95c952925e94846e58546e0d19491d12fa1b0c14ce3d4e9d9d04fc2ea.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/5d049ff38a645cc45c3c7ec04afe9662e752a4c6f3ef34d898bf2c820c0465dc.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/d84aa627e82539ab40db592009eede5e5cb9b46de4050b38f50713d008a5e3f5.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/08576b4514f3db027c58c5f75572b92416d31641ac45b862d78c5edeeff28a98.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/91b8005a037ad952b3c1e9603c6f5bf00fea1d955477c9eab64f06e9977c01fa.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/40b4b09bab48c4b1675ae4dcde71e5d795940ba27fddbc1356583b01626e9866.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/5b18ae2ab10a470706212aa0f6b9a0094624d3f3dda22bf651c912193155e05b.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/8c72085c272d8bbb5c1f1224e63e3d0fcb92026c4e52da4f246ef63c9c3ca610.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/74d36ed43bf39094dd990e656f523fbbde1f2eb99b2a4d32ffa5a1adf7350586.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/aef43d62537da536edf60bf71d504f2c5f9d7dca854220ea3fd9712caa8a3626.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/0e747d58d104e7b9ce6ed86e94c5eda5eefd8243f42e7c2b0958776106febfb1.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/61838c090d9b3981ec00d91bdbbbe8d1d562bf1759f8b5070e8e638e44accf9b.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/f02b08c6682e09bbacbe00b8f4448188a2884a31d4c0136e65d9f237d6cedb37.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/8c59e5a02c15ea1d8b9c867f6711b45795eb2590c329affd468bae79c2d0de3b.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/scab/b1d63703467559b0b1d48ca22b2945f7f264315d1e1f2cecb34bde70af38b44b.jpg,scab
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/644d0b6a286930eea9195a8bc609a8b6ee8f2ff8ba91cd22963eea101b641029.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/f98cc40d1766266c92c6bf777197385ca9e77b11f63b85453e1ffd899c0324bc.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/afabb98999e83c6ae42f384c2f68a2bb8701022f8fbc06628f6fce44a791a216.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/04692b0b4e5001b0cacd7520b6441f1436e384241a0dc5322a281254bcd8dd78.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/black_rot/abb8783bf576fe5dde2f541659db7b52f451d38fc0132b9b56c81edd08d53a3f.jpg,black_rot
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/rust/d96293a35d8ece21799e4e359c1fc304475280324208f4c631fd60b4455fd007.jpg,rust
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/6f6d8d43063d249371e0f67ad07cb1fb8021dc8226d65cabc0055b06ed943629.jpg,healthy
/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/final/train/healthy/acbfae82f07ea7027a56e2fb03685fea05845fb51eba3ffc2d4f09213f0f8010.jpg,healthy
